College_Name,Reviews,Rating,Review Votes
Manakula Vinayagar Institute of Technology,"i proudly says ,  i am a student of MVIT,   The college gives the opportunities to all students... The college to make a student be  Well Talented...",5,1
Manakula Vinayagar Institute of Technology,"To speak about the academics was good and best  but when we come out of the academics ,we need leave on Saturday ,can conduct some sport event ,college cultural and lot more extra curricular activity.
",4,1
Manakula Vinayagar Institute of Technology,"First of all i am so proud to study in this prestigious college .our college should have good lab facilities and particularly good faculty members .
",5,1
Manakula Vinayagar Institute of Technology,College infrastructure and lab facility is very good.Academic is good and apart from academic we have many motivational class and many classes are being taking place for the betterment of the students.,4,2
Manakula Vinayagar Institute of Technology,"perfect to all sir and i respect to my collage
and one thing i want cool water in 3rd floor thanking you
",5,1
Manakula Vinayagar Institute of Technology,Good college for academics wise but for a sport interested student it will be a odd one,2,0
Manakula Vinayagar Institute of Technology,"Today's young generation almost prefer doing their Masters abroad after finishing their Graduation in India. But, very few institutes in chennai and pondicherry region can guide their graduates with excellent academic records. Among these institutions, Manakula Vinayagar Institute of Technology, Puducherry is running yet another special wing in the name of ""Study Abroad"" for guiding the students in the International admissions procedure throughout pondicherry. Thereby providing an excellent opportunity, for the aspiring students and professionals, who have striving urge for their education at leading universities and colleges in overseas.",5,0
Manakula Vinayagar Institute of Technology,Good college and some good staffs .Here some staff are really bad in encouraging students and they consider the some set of student who staff involve students for there personel uses only and giving high marks for that student.,3,1
Manakula Vinayagar Institute of Technology,Good Infrastructure and lab facilities and one of the best place for gaining knowledge.,3,0
Manakula Vinayagar Institute of Technology,Nice infrastructure with good lab facilities .MVIT will focus on students placement and education,5,0
Manakula Vinayagar Institute of Technology,A college with good infrastructure and lab facilities.It is a best place to do your Engineering degree!!!,4,0
Manakula Vinayagar Institute of Technology,A college with a good infrastructure and a has many resource and ablities to explore the talent of the students,3,0
Manakula Vinayagar Institute of Technology,we need more coaching for attending the interview.The infrastructure is very good.,4,0
Manakula Vinayagar Institute of Technology,very good place to learn engineering and good infrastructure with experienced staff and good placement with good salary company's we have earn more knowledge throw many practical benefits .,5,2
Manakula Vinayagar Institute of Technology,It has good infarstructure and facilities.But it has more rules and regulations to survive in college.,3,0
Manakula Vinayagar Institute of Technology,infrastructure is good. Placement team doing good work,4,0
Manakula Vinayagar Institute of Technology,"No Saturday leave. No two or three days IV. No cultural. In other words, wonderful school.",2,0
Manakula Vinayagar Institute of Technology,"good infrastructure for gaining our knowledge but,expecting saturday holiday and cultural in our college",2,1
Manakula Vinayagar Institute of Technology,A great place for knowledge and personality development. Right place to join mechanical engineering.,4,1
Manakula Vinayagar Institute of Technology,good infrastructure with lot of facilities provided for the development of students carrier...,3,0
Manakula Vinayagar Institute of Technology,Nice college,3,0
Manakula Vinayagar Institute of Technology,"Some of the facilities in college are poor like want to improve drinking water facilities for many students at a time, the buses are not coming in proper timing i.e it is sometimes coming 10 min before the actual timinig and though i am a day scholar my friends are that saying that hostel food is not good and hygienic.Our college want to improve this kind of facilities to shine.",2,0
Manakula Vinayagar Institute of Technology,"lab facilities are great(i mean mechanical)...
don't dream about culturals here and saturdays wont be a holiday...
If a limited freedom is given for the strudents then it would be an awesome place for learning.
",4,1
Manakula Vinayagar Institute of Technology,"Good for placement, technical skills and best college to develop ourself. This is the bests place for gaining knowledge.",5,1
Manakula Vinayagar Institute of Technology,"Good infrastructure and makes the students to develop their communicatinal ,technical skills.",3,0
Manakula Vinayagar Institute of Technology,"Good infrastructure and valuable professors,good lab facilities and can gain more skills.",5,0
Manakula Vinayagar Institute of Technology,This place provide us lot of opportunity and we can use that and grow our career,4,0
Manakula Vinayagar Institute of Technology,I did my UG here it is really a nice experince over here. We gained good knowledge in all aspects.,5,2
Manakula Vinayagar Institute of Technology,the freedom here is not comparable to any colleges. <3,4,0
Manakula Vinayagar Institute of Technology,One of the best college in pondicherry,4,0
Manakula Vinayagar Institute of Technology,college life is not only about studying . its also about some memories as a student i am personally felling about culturals conducting in our college we expect you to take atleast a good step about this ........,3,1
Manakula Vinayagar Institute of Technology,GOOD COLLEGE TO STUDY AND ENHANCE OUR KNOWLEDGE,5,0
Manakula Vinayagar Institute of Technology,"i want saturday to be holiday, I want culturals and extra curricular activities to motivate us.I still need more training programs.",1,0
Manakula Vinayagar Institute of Technology,"Best college to gain knowledge and information from a experienced staff.
Good placement team.
",4,3
Manakula Vinayagar Institute of Technology,"has valuable and experienced set of staff from whom you can gain a good knowledge
can gain verry good experience
",5,0
Manakula Vinayagar Institute of Technology,Good platform to gain knowledge and we can expose our ideas in many innovative competitions which is held in the college.,4,0
Manakula Vinayagar Institute of Technology,good placement.improve our technical skill.staff are good in teaching.more other activities are conducted.language training for student and ect..,5,0
Manakula Vinayagar Institute of Technology,our college has good infrastructure and good lab facilities.please give a leave for saturday atleast twice a week .,3,0
Manakula Vinayagar Institute of Technology,"I want Saturday holiday.Iwant culturals and celebrations.I want extra curricular activities and i need some motivational classes.
",1,0
Manakula Vinayagar Institute of Technology,I AM VERY ADMIRE OF OUR INFRATUCTURE OF OUR COLLEGE.PLEASE PERMIT ME SATURDAY LEAVE,5,0
Manakula Vinayagar Institute of Technology,"please avoid pashvality ...... good infrastructure lab and  good  please give 2nd saturday holiday in every month.... thanks
",5,1
Manakula Vinayagar Institute of Technology,"MVIT is the Right place  to improve our talents. Academics are superb ,and way of teach is good.we all students will except culturals and games to show our talents in different ways.....soo we request to conduct ..culturals and games
",3,0
Manakula Vinayagar Institute of Technology,Mvit is a sacred place with an absolute infrastructure. Mvit ensures career growth of each individuals with 100% placement.,4,1
Manakula Vinayagar Institute of Technology,Hi.. we need holiday on saturdays monthly twice...,4,0
Manakula Vinayagar Institute of Technology,i am satisfied and adapted the rules and instructions which are given by the colloge .. then we want cultures programs and kindly request for 2nd saturday leave,1,1
Manakula Vinayagar Institute of Technology,good caring for students future.....like school,3,1
Manakula Vinayagar Institute of Technology,"Ample educational environment with best support from the management, the principal, the placement team, the external experts, the staff members and the students.",5,0
Manakula Vinayagar Institute of Technology,A great place to have fun & enjoy college life than to study......,3,1
Manakula Vinayagar Institute of Technology,i exposed a good feeling in this environment and my humble request for the college is to give saturday leave for atleast twice a month to relax ourself,4,0
Manakula Vinayagar Institute of Technology,Good infrastructure and good lab facilities and this is the right place for learning and getting placed,4,1
Manakula Vinayagar Institute of Technology,"As a over all college was fantastic which includes many activities like workshops , Industrial Visit , special lectures etc. students are very good in English communication skills . Im rating MVIT equivalent to SSN",5,0
Manakula Vinayagar Institute of Technology,"best college , good infrastructure and helping staff",5,0
Manakula Vinayagar Institute of Technology,"Sri manakula vinayagar institute of technology Nestled in the vast expanse of the agricultural lands of Kalitheerthalkuppam on the Pondicherry-Villupuram main road, Manakula Vinayagar Institute of Technology is the 10th and the most recent edifice that spells modernity and technological advance even as a classically architecture temple of the elephant-faced GOD welcomes the entrant with the deity bestowing intelligence and supernatural powers upon those who worship him with closed palms and an open heart.

	Manakula Vinayagar Institute of Technology, with its motto, Educate, Empower and Excel, has risen to meet the ever increasing need for consummate technologists who would usher in a better tomorrow that would free people from the clutches of old world ideas. MIT is a self-financing technical institute started in 2008 by Sri Manakula Vinayagar Educational Trust with the aim to make state-of-the-art technology to the rural society and to open up career opportunities for the underprivileged youth in and around the vicinity.

	The college is approved by AICTE and affiliated to Pondicherry University. It provides an ambience of uncompromised innovation, excellence and quality. Its library houses over 18343 books and 474 e-journals and magazines for the benefit of the students.
",5,9
Manakula Vinayagar Institute of Technology,"The college is very okayish infrastructure wise , and you will be shot at tremendously with some Hectic work everyday, you will not feel like doing your homework/assigned everyday work when you see the amount of work given.the staffs show partiality towards certain students.The staffs also ask the students to do some work that is personal to them i.e something unofficial towards the college.but one good habit here is that they don't like to fail their students in the semester exams .the internal's are conducted normally,but then if you fail the internal you have to stay back up to 6 pm . MY conclusion is that the student will go through extremely high mental pressure and won't have rest ,not even second saturday's are holidays.no rest ,no peace,no life(you wouldn't even get the slightest of a college environment rather a school like experience).",1,1
Manakula Vinayagar Institute of Technology,It is good place to learn and explore new things.,4,0
Manakula Vinayagar Institute of Technology,"Hi This is Sarath From Final IT.i would like share my thoughts in my perspective .The point here is Academics Syllabus coverage is given more preference than Sports and other Activities.8 hours class is something very bad ,the management should encourage the students to learn not to compel.Internals are Conducted in Good way but when a candidate fails to clear the Particular subject He is been made to Stay till 6.00 Pm that is something very bad, it changes the mindset of the person,the student is mentally distracted.Speaking about Discipline students(boys) are asked to be in Perfect formals and clean shave but sometimes it is handled in a harsh way by sending them to home morning itself.it can be Changed.Department Symposium are been conducted for that Clg should Help Financially because it is for the betterment of students.The Next thing is Industrial Visit ,the crucial thing here is students are been restricted by the Management that the Company or place should be within chennai.When it comes to restriction the motive of the Visit is been totally changed...Thanks /////////////",2,1
Manakula Vinayagar Institute of Technology,"The college is excellent for its infrastructure and the skills can be developed only by the students. Don't expect any other from the institution. EXPECTATION HURTS. NO HOLIDAYS ON SATURDAYS. In a specific department, there is always an issue of low placement count. The main reason for this is the low Lab Grades which is put up by the academic staffs and blamming students for not getting placed in a higher rate than other departments. Many good studying peoples miss their opportunities by having good grades in theory papers and low grades in practical papers, the CGPA goes down and they miss the elligibility opportunites for some MNC's. The training given to SMVEC is more aggressive considering to MVIT students regarding the placement and blamming us students not giving good placement counts.",2,2
Manakula Vinayagar Institute of Technology,Need Industrial visit.Need cultural and all celebrations..... and implant training . Saturday leave and avoid evening classes. need more contest symposium,5,0
Manakula Vinayagar Institute of Technology,"dont keep evning class we want long iv pls give saturday leave
allow jeans pant &cellphone to clg
",5,0
Manakula Vinayagar Institute of Technology,"good infrastructure,superb lab facilities and right place for learning.",3,0
Manakula Vinayagar Institute of Technology,"it is correct place for education, placement training, co-curricular activities.",5,0
Manakula Vinayagar Institute of Technology,Gud college for me and infrastructure is very good and faculty is very caring in teaching.,5,0
Manakula Vinayagar Institute of Technology,Good lab facility and one of the top college in puducherry,4,0
Manakula Vinayagar Institute of Technology,ONE OF THE BEST COLLEGE IN PONDICHERRY,5,0
Manakula Vinayagar Institute of Technology,acdamic schedule enough for us bt we need to concentrate on other activitates that belongs to worshop,2,0
Manakula Vinayagar Institute of Technology,A Fabulous college with good ambiance..,4,1
Manakula Vinayagar Institute of Technology,Ilike this clg very much... labs in this clg are super... plss give leave in saturdays... they conduct many programs for developing our skills and lots of competitions to enhance our talents...this is the best platform for all eng. students to seek job...,5,0
Manakula Vinayagar Institute of Technology,Good Infrastructure and To Improve our skills,5,0
Manakula Vinayagar Institute of Technology,goood college with nice lab infrastructure and nice environment for study,5,0
Manakula Vinayagar Institute of Technology,"I ike the innovational event which are conducted in our college., but only thing ,the holidays given are very very less even there is no leave holiday on second saturday also .So please change this system atleast provide holiday on second saturday. The placement trainings that are conducted in our college is excellent,Skill Rack test that are conducted 2 days in a week in very benificial and the 2 min speech is pratice right from second year it is very useful to improve our communication skills. Then the method of teaching is well and good .",4,0
Manakula Vinayagar Institute of Technology,need 5 days iv and cultural and pongal n all celebration ... in our college there is no celebrations are celebrates and need Saturday leave... avoid evening classes... need more motivation class,3,0
Manakula Vinayagar Institute of Technology,nice infrastructure and good exposure for students in their domain,5,0
Manakula Vinayagar Institute of Technology,a place where you can gain excellent knowledge and placement opportunity,5,1
Manakula Vinayagar Institute of Technology,Nice place for learning new things daily,5,1
Manakula Vinayagar Institute of Technology,we need saturday as a holiday.start college at 9:30am and leave us at 4pm.atleast one free period for everyday.special lecture for every weekend.conduct culturals for atleast once in a year for every dept.change the rules of dress code.,3,1
Manakula Vinayagar Institute of Technology,"need saturday to be holiday
extra cuuricular activities are needed
more culturals should be conducted",4,0
Manakula Vinayagar Institute of Technology,good infrastructure and good place to learn more things,5,0
Manakula Vinayagar Institute of Technology,"""Nice place to learn new things""",4,1
Manakula Vinayagar Institute of Technology,Best place to see ourself as a GOOD INNOVATIVE Engineer!!,5,2
Manakula Vinayagar Institute of Technology,"MVIT has all facilities for students to participate in an extensive study, competitions, dream jobs, Research and projects. It provides a platform for developing student's skills in all aspects.",5,1
Manakula Vinayagar Institute of Technology,pls give atleast leave for two satarday in a month,4,0
Manakula Vinayagar Institute of Technology,"""Right place to learn and quality education""",4,0
Manakula Vinayagar Institute of Technology,"very good infrastructure,good and experienced lectures,right place to gain knowledge",4,0
Manakula Vinayagar Institute of Technology,"Good place to practice Profession Degree , but not allowed to donate my blood to patient..... Other wise good",1,5
Manakula Vinayagar Institute of Technology,Good college to learn technically and quality thinking............,3,1
Manakula Vinayagar Institute of Technology,we want culturals and celebrations .We want holiday on 2nd Saturdays . We want atleast one free period during Fridays.,1,1
Manakula Vinayagar Institute of Technology,GOOD PLATFORM TO ACQUIRE MORE SKILLS.,5,0
Manakula Vinayagar Institute of Technology,good lab facilities and learn more techincal knowlodge..,3,0
Manakula Vinayagar Institute of Technology,best facility compare to other colleges even PEC,5,0
Manakula Vinayagar Institute of Technology,Best Infrastructure and well qualified staffs...,4,0
Manakula Vinayagar Institute of Technology,To learn something and to gain some knowledge,4,1
Manakula Vinayagar Institute of Technology,dont stress an evg class,4,0
Manakula Vinayagar Institute of Technology,Good infrastructure and lab facilities are excellent!,5,0
Manakula Vinayagar Institute of Technology,Right place to shine our Future.,5,1
Manakula Vinayagar Institute of Technology,right place to learn and quality education,5,0
Manakula Vinayagar Institute of Technology,Good lab facilities in mechanical department,4,0
Manakula Vinayagar Institute of Technology,Good college for opportunity seekers.,4,0
Manakula Vinayagar Institute of Technology,Good placement team......job assurance,5,2
Manakula Vinayagar Institute of Technology,PRACTICES US FOR BETTER FUTURE,5,0
Manakula Vinayagar Institute of Technology,"the classes are conducted well and some more technical classes are conducted .then industrial visits are to have more than two more days then even saturday also not leave. so, give me a leave on monthly 2 days.",5,0
Manakula Vinayagar Institute of Technology,Right place for good learning and practices engineering,5,1
Manakula Vinayagar Institute of Technology,Its a good place for peaceful education,4,1
Manakula Vinayagar Institute of Technology,learn something new and gain knowledge,4,0
Manakula Vinayagar Institute of Technology,wonderful collage for developing our knowledge,5,0
Manakula Vinayagar Institute of Technology,A better learning and exploring platform,5,0
Manakula Vinayagar Institute of Technology,infrastructure is very good and faculty is very caring in teaching,5,0
Manakula Vinayagar Institute of Technology,Right place to get quality education,5,1
Manakula Vinayagar Institute of Technology,i like to collage and best collage in pondy,5,0
Manakula Vinayagar Institute of Technology,Need saturday to be holiday.......,3,1
Manakula Vinayagar Institute of Technology,please provide good bus,2,0
Manakula Vinayagar Institute of Technology,i want saturday leave and culturals,3,0
Manakula Vinayagar Institute of Technology,"If you are searching of Engineering School this is the right place.
Very small college in pondicherry.  If you want to definitely want to waste 4 years if prefer this college.
",1,1
Manakula Vinayagar Institute of Technology,ufff.....nothing to say big about this college sorry,1,0
Manakula Vinayagar Institute of Technology,Laboratories are build with latest architecture. I love it. I often view the virtual tour,5,1
Manakula Vinayagar Institute of Technology,MVIT is the best platform for engineers,4,4
Manakula Vinayagar Institute of Technology,IT IS A VERY GOOOOOOOD COLLEGE TO STUDY AND ALSO VERY PERFECT FACILITIES OF LAB and also very peaceful ENVIRONMENT WELL TRAINED FACULTIES TO TRAIN UP STUDENTS SO DON'T WORRY TO JOIN THE COLLEGE IF U JOIN THE COLLEGE WILL BUILT UP UR LIFE AND THEN BEST PLACEMENT IS THERE IN MVIT TOP MNC ARE COME EVERY YEAR SO GO AND JOIN COLLEGE NOW,5,0
Manakula Vinayagar Institute of Technology,best college enviroment,5,0
Manakula Vinayagar Institute of Technology,"Educating the body, mind, soul....",5,1
Manakula Vinayagar Institute of Technology,we want Gate coaching for our higher studies in weekly two more days for 2 hours .we need more caching about Gate,4,0
Manakula Vinayagar Institute of Technology,it is good platform to learn about industry,5,0
Manakula Vinayagar Institute of Technology,Best engineering college.....,5,1
Manakula Vinayagar Institute of Technology,best college with best campus requirement,5,1
Manakula Vinayagar Institute of Technology,I would recommend students to join MVIT as it provides good placements and scholarships. The college is providing quality education and the activities held in the college are awesome and give extra benefit to the students along with studies. All the rules and regulations are for the benefit of students. All Faculty members are talented and of very helping nature. A good place for the students to shape their Future.....,5,5
Manakula Vinayagar Institute of Technology,the class is going well and even some foss activity can be done,3,0
Manakula Vinayagar Institute of Technology,no comments....this single star also only for mech dept,1,0
Manakula Vinayagar Institute of Technology,infrastructure is super and learn more,4,0
Manakula Vinayagar Institute of Technology,"best teaching,good infrastructure",5,0
Manakula Vinayagar Institute of Technology,"good infrastructure ,good quality in education",5,0
Manakula Vinayagar Institute of Technology,Memory learning institute. Students join for the sake of promised job.,3,0
Manakula Vinayagar Institute of Technology,Good facilities and more difficult to stay till 6 clock .,4,0
Manakula Vinayagar Institute of Technology,give leave for saturday,2,0
Manakula Vinayagar Institute of Technology,lab facilities are good,5,1
Manakula Vinayagar Institute of Technology,Good lab facility,2,0
Manakula Vinayagar Institute of Technology,"Good college to have in-depth technical skills and also soft skills...Its privilege to have study abroad center in MVIT, Pondicherry. It also provides opportunity for getting admissions to universities and colleges in US, UK, Australia, Canada, New zealand, Europe and many more countries around the globe.",5,1
Manakula Vinayagar Institute of Technology,Good canteen food,4,1
Manakula Vinayagar Institute of Technology,excellence coaching and training,5,0
Manakula Vinayagar Institute of Technology,"saturday leave,industrial visit,culture needed",2,0
Manakula Vinayagar Institute of Technology,"some politics in lab and every Saturday there is no leave in this college.so, please give leave for monthly two Saturday .",3,0
Manakula Vinayagar Institute of Technology,Place for developing skills,5,0
Manakula Vinayagar Institute of Technology,place to gain knowledge,5,1
Manakula Vinayagar Institute of Technology,best engineering college,5,0
Manakula Vinayagar Institute of Technology,Best engineering college,5,0
Manakula Vinayagar Institute of Technology,this is the top college in pondicherry,5,1
Manakula Vinayagar Institute of Technology,Nice place to practice my professional skills,5,1
Manakula Vinayagar Institute of Technology,Nice.,5,0
Manakula Vinayagar Institute of Technology,very worst clg,2,0
Manakula Vinayagar Institute of Technology,nothing to say about thisw college,2,0
Manakula Vinayagar Institute of Technology,well good infrastructure,5,1
Manakula Vinayagar Institute of Technology,Best place to...,5,0
Manakula Vinayagar Institute of Technology,good facilities,5,0
Manakula Vinayagar Institute of Technology,Nice infrastructure,4,0
Manakula Vinayagar Institute of Technology,lab is good,5,0
Manakula Vinayagar Institute of Technology,No comments...There is no mere assurance in placement,1,1
Manakula Vinayagar Institute of Technology,NICE INFRASTRUCTURE,3,0
Manakula Vinayagar Institute of Technology,nice college,5,0
Manakula Vinayagar Institute of Technology,"worst infrastructure,fake publicity",1,3
Manakula Vinayagar Institute of Technology,Good in infrastructure,5,0
Manakula Vinayagar Institute of Technology,well and good,4,0
Manakula Vinayagar Institute of Technology,nice college,5,0
Manakula Vinayagar Institute of Technology,I'm studying there,5,0
Manakula Vinayagar Institute of Technology,becoz its my clg......,5,0
Manakula Vinayagar Institute of Technology,we need culture,3,0
Manakula Vinayagar Institute of Technology,Nice location,4,0
Manakula Vinayagar Institute of Technology,well infrastructure....,5,0
Manakula Vinayagar Institute of Technology,good,5,0
Manakula Vinayagar Institute of Technology,best,5,0
Manakula Vinayagar Institute of Technology,good,3,0
Manakula Vinayagar Institute of Technology,Good,5,0
Manakula Vinayagar Institute of Technology,good,4,0
Manakula Vinayagar Institute of Technology,no comments,1,2
Manakula Vinayagar Institute of Technology,well infrastructure,5,2
Manakula Vinayagar Institute of Technology,Simply remarkable,5,0
Manakula Vinayagar Institute of Technology,That's my College :D,5,0
Manakula Vinayagar Institute of Technology,Professional studies,4,0
Manakula Vinayagar Institute of Technology,Poor infrastructure,1,2
Manakula Vinayagar Institute of Technology,engineering college,3,0
Manakula Vinayagar Institute of Technology,well and good,3,0
Manakula Vinayagar Institute of Technology,Life health hospital manakula vinayagar,5,0
Manakula Vinayagar Institute of Technology,plz conduct culturals...,3,0
